Flag,Vessel_type,Vessel_name,Vessel_id,Callsign,Flag_registration_num,Weight_gross,Length,Start_date,End_date
Cambodia,Fish Carrier,RUI HANG,35787,XUFX9,1183586,2970,98.75,6-Oct-11,5-Oct-12
Cambodia,Fish Carrier,FOR SHINE 168,35982,XUNQ7,989279,1486,71.82,30-Sep-11,29-Sep-12
Cambodia,Fish Carrier,HAI SHUN 158,36152,XUCF6,1090699,1596,80.26,11-Jun-11,10-Jun-12
Cambodia,Fish Carrier,KAI TAI NO.188,36153,XUPA8,683499,991,59.25,14-Apr-11,13-Apr-12
China,Longline,TAI KUN,1354,BZZO,YG020J010020.08,574,50.1,26-May-11,25-May-12
China,Single Purse Seine,JIN HUI 2,21535,BZVL,D60800166,995,64.7,5-Jul-11,4-Jul-12
China,Single Purse Seine,JIN HUI 3,22764,BIYA,D60800167,995,64.7,5-Jul-11,4-Jul-12
China,Single Purse Seine,JIN HUI 1,23382,BZVK,D60800165,995,64.7,13-Jul-11,12-Jul-12
China,Single Purse Seine,XIN SHI JI NO.101,26369,BZ4UB,Z07100739,996,65.7,14-Jul-11,13-Jul-12
China,Single Purse Seine,XIN SHI JI NO.102,26765,BZ5UB,Z07100740,996,65.7,18-Jul-11,17-Jul-12
China,Single Purse Seine,ZHONG TAI 1,27318,BZZW4,13-000095,1087,66.23,4-Jul-11,3-Jul-12
China,Single Purse Seine,JIN HUI 6,28613,BIWX,D60800168,1198,62.82,5-Jul-11,4-Jul-12
China,Longline,SHEN GANG FA NO.1,32166,BZXD4,YUE 2008 NO.YD00024,576,53.3,14-Jul-11,13-Jul-12
China,Fish Carrier,TAI NING,32502,BBQR,50002000032,3260,92.23,1-Jul-11,30-Jun-12
China,Longline,YUE YUAN YU 169,32616,BZXL6,YQ000024,125,31,1-Jul-11,30-Jun-12
China,Longline,YUE YUAN YU 168,32617,BZXL5,YUE2004NO.YD000023,125,31,1-Jul-11,30-Jun-12
China,Single Purse Seine,JIN HUI 7,32774,BIWT,D60800162,1769,79.77,5-Jul-11,4-Jul-12
China,Single Purse Seine,TAI FU 102,32775,BZSO8,YG020J020027.11,1348,64.93,11-Jul-11,10-Jul-12
China,Longline,SHEN LIAN CHENG 702,33005,BZXC5,YQ000006,112,28.7,17-Aug-11,16-Aug-12
China,Longline,SHEN LIAN CHENG 730,33188,BZXC19,YQ000001,91,24.5,4-Jul-11,3-Jul-12
China,Longline,SHEN LIAN CHENG 731,33189,BZXC21,YQ000002,91,24.5,1-Jul-11,30-Jun-12
China,Longline,SHEN LIAN CHENG 732,33190,BZXC22,YQ000003,91,24.5,5-Jul-11,4-Jul-12
China,Longline,LONG XING 601,33395,BZST,11081,486,53.5,19-Apr-11,18-Apr-12
China,Longline,JIN SHENG NO.3,33522,BZZY7,13-000148,602,56.17,1-Jul-11,30-Jun-12
China,Fish Carrier,MING FA,33709,BKUI,70010000002,2028,83.75,28-Feb-11,27-Feb-12
China,Longline,SHEN LIAN CHENG 737,33773,BZXC26,YD000007,100,26.5,27-Jul-11,26-Jul-12
China,Longline,SHEN LIAN CHENG 738,33774,BZXC27,YD00008,100,26.5,27-Jul-11,26-Jul-12
China,Longline,SHEN LIAN CHENG 739,33775,BZXC28,YQ000009,100,26.5,9-Aug-11,8-Aug-12
China,Fish Carrier,HAI YU,33935,BANV,30002000635,2340,86.33,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 601,34027,BYLQ6,YUE2005NO.YD000024,119,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 603,34028,BYLQ7,YUE2005NO.YD000026,119,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 604,34029,BYLQ8,YUE2005NO.YD000027,119,22.85,7-Sep-11,6-Sep-12
China,Longline,ZHONG SHUI 610,34030,BYZB10,YUE000106,98,22.88,1-Jul-11,30-Jun-12
China,Longline,XIN SHI JI 12,34081,BZUS9,Z07-010259,628,52.4,19-Jul-11,18-Jul-12
China,Fish Carrier,TAI YU,34089,BAIL,30002000107,1912,84.33,18-Nov-11,17-Nov-12
China,Fish Carrier,TAI XIANG,34136,BAPI,30002000561,1950,84.02,18-Nov-11,17-Nov-12
China,Longline,SHEN LIAN CHENG 733,34240,BZXC23,YD00004,84,24.5,27-Jul-11,26-Jul-12
China,Longline,SHEN LIAN CHENG 735,34242,BZXC24,YQ000005,107,26.5,2-Aug-11,1-Aug-12
China,Longline,SHEN LIAN CHENG 736,34243,BZXC25,YQ000006,107,26.5,8-Jul-11,7-Jul-12
China,Single Purse Seine,ZHONG TAI 2,34397,BZZW9,13-000138,2109,79.8,1-Jul-11,30-Jun-12
China,Longline,SHEN LIAN CHENG 807,34628,BZXC29,YUE 2006 NO.YD000010,123,26.5,4-Jul-11,3-Jul-12
China,Longline,SHEN LIAN CHENG 808,34629,BZXD2,YUE 2006 NO YD000011,123,26.5,4-Jul-11,3-Jul-12
China,Longline,LONG XING 603,34646,BZST6,10474,395,52.12,11-Aug-11,10-Aug-12
China,Longline,TAI JIANG,34671,BZZO3,YG020J010115Â·08,460,48.88,19-Apr-11,18-Apr-12
China,Longline,ZHONG SHUI 605,34724,BYLQ9,YUE2005NO.YD000028,119,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 608,34725,BYMQ4,YUE2005NO.YD000031,119,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 608,34725,BYMQ4,YUE2005NO.YD000031,119,22.85,1-Jul-12,17-Oct-12
China,Single Purse Seine,ZHONG TAI 3,34810,BZZY8,13-000150,1284,70.59,1-Jul-11,30-Jun-12
China,Fish Carrier,KAI YUAN,34823,BIUA,D60800161,2340,86.33,2-Aug-11,1-Aug-12
China,Longline,ZHONG SHUI 609,34853,BYZB9,YUE000105,98,22.88,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 611,34854,BYZB11,YUE000107,98,22.88,1-Jul-11,30-Jun-12
China,Longline,JIN SHENG 8,34860,BZSX5,(2011)FT200040,647,57.38,14-Dec-11,13-Dec-12
China,Longline,LU RONG YU 2222,34864,BBFA3,YQ0201020120,120,27.86,16-Aug-11,15-Aug-12
China,Longline,LU RONG YU 2223,34865,BBFA4,YQ0201020121,120,27.86,30-Aug-11,29-Aug-12
China,Longline,LU RONG YU 2224,34866,BBFA5,YQ0201020122,120,27.86,16-Aug-11,15-Aug-12
China,Longline,ZHONG SHUI 801,34867,BZZZ,YG0200020044,128,32.4,5-Jul-11,4-Jul-12
China,Longline,ZHONG SHUI 802,34868,BZZZ2,YQ0200020045,128,32.4,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 803,34869,BZZZ3,YQ0200020046,128,32.4,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 804,34870,BZZZ4,YQ0200020047,128,32.4,22-Jul-11,21-Jul-12
China,Longline,SHEN LIAN CHENG 901,34893,BZXC6,YUE2004NO.YQ000031,102,24,1-Jul-11,30-Jun-12
China,Longline,TIAN HUA,34896,BZSJ4,41020121,225,29.3,16-Aug-11,15-Aug-12
China,Longline,JIN SHENG 6,34921,BZSX3,JI(2011)FT200005,647,57.38,14-Dec-11,13-Dec-12
China,Longline,SHEN LIAN CHENG 709,34940,BZXC9,YD000022,105,30.48,4-Jul-11,3-Jul-12
China,Longline,HUA NAN YU 701,34941,BZXC2,YUE 2010 NO.YDOOOO21,105,30.38,16-Dec-11,15-Dec-12
China,Longline,SHEN LIAN CHENG 706,34942,BZXC12,YD000019,105,30.48,4-Jul-11,3-Jul-12
China,Longline,SHEN LIAN CHENG 707,34943,BZXC7,YD000020,105,30.48,1-Jul-11,30-Jun-12
China,Longline,SHEN LIAN CHENG 708,34944,BZXC8,21,105,30.48,4-Jul-11,3-Jul-12
China,Longline,LU RONG YUAN YU 17,34980,BZSI2,YQ0201020621,140,34,31-Aug-11,30-Aug-12
China,Longline,LU RONG YUAN YU 18,34981,BZSI3,YQ0201020622,140,34,3-Aug-11,2-Aug-12
China,Longline,LU RONG YUAN YU 19,34982,BZSI4,YQ0201020623,140,34,3-Aug-11,2-Aug-12
China,Longline,LU RONG YUAN YU 20,34983,BZSI5,YQ0201020624,140,34,9-Aug-11,8-Aug-12
China,Longline,ZHONG SHUI 602,34996,BYLQ5,YUE2005NO.YD000025,119,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 606,34997,BYMQ2,YUE2005NO.YD000029,199,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 607,34998,BYMQ3,YUE2005NO.YD000030,119,22.85,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 618,34999,BYWB4,YUE980053,115,20.7,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 619,35000,BYWB5,YUE980054,115,20.7,1-Jul-11,30-Jun-12
China,Longline,QING YUAN YU 001,35015,BZZP,YQ020J030039,698,59.2,1-Jul-11,30-Jun-12
China,Longline,DONG YU JI 23,35043,BKXF,Z07030316,195,29.05,2-Aug-11,1-Aug-12
China,Longline,DONG YU JI 19,35044,BKWR,Z07-000253,195,29.05,20-Jul-11,19-Jul-12
China,Longline,HU YU 915,35113,BIWD,D60200134,157,29.2,22-Jul-11,21-Jul-12
China,Longline,HU YU 913,35114,BIWC,D60200133,157,29.2,22-Jul-11,21-Jul-12
China,Longline,HU YU 911,35190,BIWA,D60200131,164,34.2,17-Aug-11,16-Aug-12
China,Longline,HU YU 912,35191,BIWB,D60200132,164,34.2,22-Jul-11,21-Jul-12
China,Longline,HU YU 916,35203,BIWE,D60400141,150,29.8,6-Aug-11,5-Aug-12
China,Longline,HU YU 917,35204,BIWF,D60400142,150,29.98,22-Jul-11,21-Jul-12
China,Longline,SHEN LIAN CHENG 720,35250,BZXC14,YD000046,97,32.28,21-Sep-11,20-Sep-12
China,Longline,SHEN LIAN CHENG 719,35251,BZXC13,YD000045,97,32.28,21-Sep-11,20-Sep-12
China,Longline,XIN SHI JI 87,35299,BZUZ5,ZO7-010285,497,53.95,19-Jul-11,18-Jul-12
China,Longline,XIN SHI JI 7,35319,BZUS5,Z07-010254,497,56.4,18-Jul-11,17-Jul-12
China,Longline,DONG YU 1509,35340,BZVB2,207080677,249,43.7,15-Aug-11,14-Aug-12
China,Longline,XIN SHI JI 31,35341,BZVA9,207-020307,298,43.7,20-Jul-11,19-Jul-12
China,Longline,XIN YA 6,35342,BZXH3,YQ000004,190,33.8,22-Jul-11,21-Jul-12
China,Longline,XIN YA NO.7,35343,BZXH4,YQ000005,190,33.8,27-Jul-11,26-Jul-12
China,Longline,TIAN XIANG NO.18,35344,BZY19,41000109,619,56.08,9-Aug-11,8-Aug-12
China,Longline,LU RONG YUAN YU 25,35356,BBKF,YQ0201030654,148,36,20-Jul-11,19-Jul-12
China,Longline,LU RONG YUAN YU 26,35357,BBKO,YQ0201050298,143,34,20-Jul-11,19-Jul-12
China,Longline,XIN YA NO.8,35374,BZXH5,YD000016,142,31,26-Jul-11,25-Jul-12
China,Longline,XIN YA 9,35375,BZXH6,YQ000017,142,31,22-Jul-11,21-Jul-12
China,Longline,TAI HONG 7,35442,BZZO7,YG020J100083,669,57.68,22-Mar-11,21-Mar-12
China,Longline,SUI YUAN YU 21,35477,BZWA21,YD000004,150,29.98,24-Jul-11,23-Jul-12
China,Longline,SUI YUAN YU 25,35478,BZWA25,YD000006,150,29.98,22-Jul-11,21-Jul-12
China,Longline,SUI YUAN YU 26,35479,BZWA26,YD000003,150,29.98,16-Aug-11,15-Aug-12
China,Longline,SUI YUAN YU 28,35480,BZWA28,YD000008,150,29.98,22-Jul-11,21-Jul-12
China,Longline,SHEN LIAN CHENG 711,35513,BZXC16,YUE2005NO.YD000044,117,29.1,1-Jul-11,30-Jun-12
China,Longline,SHEN LIAN CHENG 713,35514,BZXC18,YUE2005NO.YQ000043,117,29.1,4-Jul-11,3-Jul-12
China,Longline,SHEN LIAN CHENG 712,35515,BZXC17,YUE2005NO YD000042,117,29.1,21-Sep-11,20-Sep-12
China,Longline,SHEN LIAN CHENG 710,35516,BZXC15,YUE2005NO YD000041,117,29.1,4-Jul-11,3-Jul-12
China,Longline,SHEN GANG FA NO. 2,35520,BZXD5,YQ000023,404,44.34,14-Jul-11,13-Jul-12
China,Longline,LU RONG YU SHUI 228,35590,BBLZ2,YG0201080338,145,30.87,22-Aug-11,21-Aug-12
China,Longline,RONG YUAN YU 805,35591,BBLZ3,YQ0201060387,201,40.93,3-Aug-11,2-Aug-12
China,Longline,LU RONG YU 2535,35592,BBLZ,YQ0201000294,145,36,20-Jul-11,19-Jul-12
China,Longline,LU RONG YU 2536,35593,BBLZ1,TQ020I080340,145,30.87,28-Jul-11,27-Jul-12
China,Longline,LU RONG YU SHUI 62,35594,BBCY4,YQ0201030174,189,38,3-Aug-11,2-Aug-12
China,Longline,XIN SHI JI 70,35614,BZVY9,Z07-100724,634,56.5,1-Nov-11,31-Oct-12
China,Longline,XIN SHI JI NO.73,35615,BZVZ4,Z07100727,634,56.5,29-Jul-11,28-Jul-12
China,Longline,XIN SHI JI NO.75,35616,BZVZ5,Z07100728,634,56.5,29-Jul-11,28-Jul-12
China,Longline,XIN SHI JI 78,35617,BZVZ8,Z07-100731,634,56.5,1-Nov-11,31-Oct-12
China,Longline,XIN SHI JI 79,35618,BZVZ9,Z07-100732,634,56.5,4-Jan-12,3-Jan-13
China,Longline,ZHONG RONG 6,35627,BBIR8,413321680,157,31.93,8-Aug-11,7-Aug-12
China,Longline,ZHONG RONG 5,35628,BBEU1,413321670,157,31.93,8-Aug-11,7-Aug-12
China,Longline,XIN SHI JI NO.76,35630,BZVZ6,Z07100729,634,56.5,27-Sep-11,26-Sep-12
China,Longline,XIN SHI JI 77,35631,BZVZ7,Z07-100730,634,56.5,31-Oct-11,30-Oct-12
China,Longline,XIN SHI JI 71,35646,BZVZ2,Z07-100725,634,56.5,24-Oct-11,23-Oct-12
China,Longline,GUANG SHUN 6,35649,BZWY44,YUE2007 NO.YQ000025,432,47.2,14-Jul-11,13-Jul-12
China,Longline,LIAO YUAN YU 99,35668,BZYK7,11165,577,55.1,1-Jul-11,30-Jun-12
China,Longline,DONG YU 1508,35682,BZVL6,Z07-080676,284,45.05,29-Jul-11,28-Jul-12
China,Longline,LU RONG YUAN YU 27,35688,BBZN2,YQ0201080081,190,36.5,12-Aug-11,11-Aug-12
China,Longline,LU RONG YUAN YU 28,35689,BBZN3,YQ0201080082,190,36.5,3-Aug-11,2-Aug-12
China,Longline,RONG DA YANG 6,35697,BBLZ4,YQ0201080077,190,36.6,3-Sep-11,2-Sep-12
China,Longline,RONG DA YANG 7,35698,BBLZ5,YQ0201080078,190,36.6,16-Aug-11,15-Aug-12
China,Longline,RONG DA YANG 8,35699,BBLZ6,YQ0201080079,190,36.6,13-Sep-11,12-Sep-12
China,Longline,RONG DA YANG 9,35700,BBLZ7,YQ0201080080,190,36.6,19-Aug-11,18-Aug-12
China,Longline,LIAO YUAN YU 98,35705,BZYK6,11164,577,54.74,8-Jul-11,7-Jul-12
China,Longline,RONG YUAN YU 86,35715,BBIE,YQ0201080227,199,39.5,3-Aug-11,2-Aug-12
China,Longline,RONG YUAN YU 87,35716,BBIE1,YQ0201080228,199,39.5,3-Aug-11,2-Aug-12
China,Longline,RONG YUAN YU 88,35717,BBIE2,YQ0201080229,199,39.5,3-Aug-11,2-Aug-12
China,Longline,RONG YUAN YU 89,35718,BBIE3,YQ0201080230,199,39.5,3-Aug-11,2-Aug-12
China,Longline,LU RONG YUAN YU 29,35728,BBZN4,YQ0201080325,190,36.6,3-Aug-11,2-Aug-12
China,Longline,LU RONG YUAN YU 30,35729,BBZN5,YQ0201080326,190,36.6,12-Aug-11,11-Aug-12
China,Longline,ZHONG SHUI 701,35732,BZZZ5,YG0200080051,191,32.7,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 702,35733,BZZZ6,YG0200080052,191,32.7,1-Jul-11,30-Jun-12
China,Longline,GUANG YUAN YU 238,35734,BZWY45,YQ000025,205,34,1-Aug-11,31-Jul-12
China,Longline,GUANG YUAN YU 239,35735,BZWY46,YQ000026,225,34,24-Jul-11,23-Jul-12
China,Longline,ZHONG SHUI 703,35742,BZZZ7,YQ0200080059,191,32.7,6-Jul-11,5-Jul-12
China,Longline,ZHONG SHUI 704,35743,BZZZ8,YQ0200080060,191,32.7,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 705,35744,BZZZ9,YQ0200080061,191,32.7,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 706,35745,BZZY3,YG0200080062,191,32.7,1-Jul-11,30-Jun-12
China,Longline,YUE NAN YU 182,35751,BZXL65,YUE 2003 NO YQ000013,125,31,1-Jul-11,30-Jun-12
China,Longline,YUE NAN YU 179,35752,BZXL63,YUE 2003 NO YD000011,123,31,1-Jul-11,30-Jun-12
China,Longline,ZHOU YUAN YU 201,35758,BZ6UM,Z07-070655,646,56.5,1-Jul-11,30-Jun-12
China,Longline,PING TAI RONG 6,35764,BZ9UN,Z07-080696,371,49.7,3-Aug-11,2-Aug-12
China,Longline,PING TAI RONG 8,35765,BZ2UO,Z07-080697,371,49.7,3-Aug-11,2-Aug-12
China,Longline,YUE NAN YU 178,35770,BZXL62,YUE 2003 NO.YD000010,123,31,1-Jul-11,30-Jun-12
China,Longline,HAISHANG 08,35796,BIWG,D60800175,577,54,1-Jul-11,30-Jun-12
China,Longline,HAISHANG 28,35798,BIWI,D60800177,642,55.5,1-Jul-11,30-Jun-12
China,Longline,HAISHANG 18,35799,BIWH,D60800176,619,55.8,1-Jul-11,30-Jun-12
China,Longline,HAISHANG 38,35800,BIWJ,D60800178,619,57.07,1-Jul-11,30-Jun-12
China,Longline,HAISHANG 58,35801,BIWK,D60800179,643,55.57,1-Jul-11,30-Jun-12
China,Longline,ZHOU YUAN YU 202,35805,BZ7UM,Z07-090656,646,56.5,1-Jul-11,30-Jun-12
China,Longline,GUI YUAN YU 60001,35806,BZWZ32,97,165,30.2,22-Jul-11,21-Jul-12
China,Longline,JIN SHENG NO.1,35807,BZZX6,13-000142,619,55.83,1-Jul-11,30-Jun-12
China,Longline,JIN SHENG NO.2,35808,BZZX8,13-000144,613,56.17,1-Jul-11,30-Jun-12
China,Longline,XIN SHI JI NO.37,35828,BZUY8,Z07100721,497,56.4,12-Aug-11,11-Aug-12
China,Longline,XIN SHI JI NO.82,35829,BZVY5,Z07100735,634,56.5,3-Nov-11,2-Nov-12
China,Longline,XIN SHI JI NO.85,35830,BZVY7,Z07100737,634,56.5,2-Nov-11,1-Nov-12
China,Longline,XIN SHI JI NO.86,35831,BZVY8,Z07100738,634,56.5,18-Aug-11,17-Aug-12
China,Longline,TAI HONG NO.1,35843,BZZO4,YG020J080072,650,57.41,17-Mar-11,16-Mar-12
China,Longline,TAI HONG NO.2,35844,BZZO5,YG020J080073,651,57.39,17-Mar-11,16-Mar-12
China,Longline,XIN SHI JI NO.72,35845,BZVZ3,Z07100726,634,56.5,19-Sep-11,18-Sep-12
China,Longline,TIAN YU NO.8,35855,BZSJ6,41050004,579,54.2,19-Jul-11,18-Jul-12
China,Longline,TIAN YU NO.7,35856,BZSJ5,41090002,579,54.2,19-Jul-11,18-Jul-12
China,Longline,JING LU YUAN 002,35866,BZZS3,YQ020K010107,698,59.2,1-Jul-11,30-Jun-12
China,Longline,JING LU YUAN 008,35867,BZZS9,YQ020K010110,698,59.2,1-Jul-11,30-Jun-12
China,Longline,QING YUAN YU 004,35868,BZZP4,YQ020J030042,698,59.2,1-Jul-11,30-Jun-12
China,Longline,QING YUAN YU 008,35869,BZZP8,YQ020J030046,698,59.2,1-Jul-11,30-Jun-12
China,Longline,QING YUAN YU 009,35870,BZZP9,YQ020J030047,698,59.2,1-Jul-11,30-Jun-12
China,Longline,QING YUAN YU 010,35871,BZZQ,YQ020J090001,660,56.51,1-Jul-11,30-Jun-12
China,Longline,JIN XING NO.8,35881,BZUM8,(2011)FT-200060,654,56,9-Aug-11,8-Aug-12
China,Longline,LIAO JIN LUN 109,35883,BZTF9,11236,646,56.17,1-Jul-11,30-Jun-12
China,Longline,XIN SHI JI NO.69,35902,BZ2UU,Z07100723,516,49.42,14-Dec-11,13-Dec-12
China,Longline,LIAO JIN LUN 103,35908,BZZB2,10453,664,55.87,1-Jul-11,30-Jun-12
China,Longline,LIAO JIN LUN 108,35909,BZTF8,11235,636,57.31,1-Jul-11,30-Jun-12
China,Longline,JING LU YUAN 007,35911,BZZS8,YQ020K010109,574,51.5,1-Jul-11,30-Jun-12
China,Longline,FU YUAN YU 008,35912,BZUR3,20033,580,53.3,1-Jul-11,30-Jun-12
China,Longline,FU YUAN YU 007,35913,BZUQ9,20032,590,55.9,1-Jul-11,30-Jun-12
China,Longline,LIAO JIN LUN 110,35914,BZTG2,11237,631,53.51,1-Jul-11,30-Jun-12
China,Longline,LIAO JIN LUN 111,35915,BZTG3,11238,629,54.1,1-Jul-11,30-Jun-12
China,Longline,FU YUAN YU 005,35924,BZUR7,20030,592,52.4,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 707,35929,BZZR6,YG0200090062,199,33.76,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 708,35930,BZZR7,YG0200090063,199,33.76,5-Jul-11,4-Jul-12
China,Longline,ZHONG SHUI 710,35932,BZZR9,YG0200090065,199,33.76,1-Jul-11,30-Jun-12
China,Longline,ZHONG SHUI 709,35934,BZZR8,YG0200090064,199,33.76,1-Jul-11,30-Jun-12
China,Longline,LIN XIANG NO.1,35961,BZYC2,YG020J010168,657,56.4,19-Jul-11,18-Jul-12
China,Longline,HONG YANG 2,35987,BBLY1,YG020I100023,215,37.8,1-Jul-11,30-Jun-12
China,Longline,HONG YANG 3,35988,BBLY2,YG020I100024,215,37.8,1-Jul-11,30-Jun-12
China,Longline,JING LU YUAN 005,35996,BZZS6,YQ020K000316,697,52.4,1-Jul-11,30-Jun-12
China,Longline,ZHONG RONG 13,36024,BBFB3,YG020I090455,219,39.8,28-Jul-11,27-Jul-12
China,Longline,ZHONG RONG 15,36025,BBFB4,YG020I090456,219,39.8,28-Jul-11,27-Jul-12
China,Longline,SUNSTAR 6,36038,BZTH9,11279,242,37.25,1-Jul-11,30-Jun-12
China,Longline,SUNSTAR 7,36040,BZTY2,11278,242,37.25,1-Jul-11,30-Jun-12
China,Longline,SUI YUAN YU 23,36051,BZWA23,YUE2004NO.YD000007,150,29.98,22-Jul-11,21-Jul-12
China,Longline,SUI YUAN YU 22,36052,BZWA22,YUE2004NO.YD000022,150,29.98,22-Jul-11,21-Jul-12
China,Longline,SHEN GANG FA NO.3,36067,BZXD6,YD000011,493,56.18,21-Aug-11,20-Aug-12
China,Longline,HUA NAN YU 711,36073,BZXD22,YUE2010NO.YD000019,196,32.74,18-Sep-11,17-Sep-12
China,Longline,HUA NAN YU 712,36074,BZXD23,YUE2010NO.YD000020,196,32.74,18-Sep-11,17-Sep-12
China,Longline,ZHONG SHUI 805,36093,BZYJ2,YG0200100123,223,33.74,1-Nov-11,31-Oct-12
China,Longline,ZHONG SHUI 806,36094,BZYJ3,YG0200100124,223,33.74,2-Nov-11,1-Nov-12
China,Longline,PING TAI RONG  9,36101,BZ8VD,Z07-100760,297,40.5,1-Dec-11,30-Nov-12
China,Longline,PING TAI RONG 31,36103,BZ7VE,ZO7-100762,297,40.5,6-Dec-11,5-Dec-12
China,Longline,PING TAI RONG 39,36104,BZ8VE,Z07-100763,297,40.5,1-Dec-11,30-Nov-12
China,Longline,XIN SHI JI NO.10,36113,BZUU2,Z07000189,576,56.45,11-Jan-12,10-Jan-13
China,Longline,XIN SHI JI NO.17,36114,BZUT4,Z07010261,497,56.4,4-Mar-11,3-Mar-12
China,Longline,ZHONG SHUI 807,36115,BZYJ4,YG0200100141,223,33.74,7-Jan-12,18-Dec-12
China,Longline,ZHONG SHUI 808,36116,BZYJ5,YG0200100142,223,33.74,7-Jan-12,18-Dec-12
China,Longline,ZHONG SHUI 810,36117,BZYJ7,YG0200100144,223,33.74,7-Jan-12,18-Dec-12
China,Longline,TIAN XIANG NO.8,36118,BZYI8,41040102,622,56.32,11-Jan-12,10-Jan-13
China,Longline,TIAN XIANG NO.16,36119,BZYI6,ZO7-041040103,573,56,16-Jan-12,15-Jan-13
China,Longline,ZHONG SHUI 809,36120,BZYJ6,YG0200100143,223,33.74,7-Jan-12,18-Dec-12
China,Longline,GUI YUAN YU 60002,36137,BZWZ33,GUI YU DENG ZI NO106,225,37,2-Mar-11,1-Mar-12
China,Longline,GUI YUAN YU 60003,36138,BZWZ34,GUI YU DENG ZI NO107,225,37,2-Mar-11,1-Mar-12
China,Longline,FU YUAN YU 557,36177,BZ6US,100001,619,55.6,26-May-11,25-May-12
China,Longline,FU YUAN YU 558,36178,BZ7US,100002,577,55.97,26-May-11,25-May-12
China,Longline,LIAO JIN LUN 107,36179,BZZB5,10456,609,54.3,26-May-11,25-May-12
China,Longline,QING YUAN YU 007,36180,BZZP7,YG020J030045*10,585,50.15,26-May-11,25-May-12
China,Longline,RONG DA YANG 16,36191,BBLZ8,YQ0200110082,271,42.8,22-Jul-11,21-Jul-12
China,Longline,RONG DA YANG 17,36192,BBLZ9,YQ0200110083,271,42.8,22-Jul-11,21-Jul-12
China,Longline,LIAO JIN LUN 101,36194,BZZH,10452,606,53.67,22-Jun-11,21-Jun-12
China,Longline,HAI XING 715,36198,BZ7VG,Z07-110778,299,40.5,4-Jul-11,3-Jul-12
China,Longline,HAI XING 716,36199,BZ8VG,Z07-110779,299,40.5,4-Jul-11,3-Jul-12
China,Longline,HAI XING 717,36200,BZ9VG,Z07-110780,299,40.5,4-Jul-11,3-Jul-12
China,Longline,HAI XING 718,36201,BZ1VH,Z07-110781,299,40.5,4-Jul-11,3-Jul-12
China,Longline,QING YUAN YU 013,36202,BZZQ4,YQ020J090004,619,55.6,30-Jun-11,29-Jun-12
China,Longline,JING LU YUAN 003,36203,BZZS4,YQ020K000315,685,52.4,30-Jun-11,29-Jun-12
China,Longline,QING YUAN YU 012,36204,BZZQ3,YG020J090003*10,577,54.01,30-Jun-11,29-Jun-12
China,Longline,QING YUAN YU 011,36205,BZZQ2,YQ020J090002,619,55.46,22-Jul-11,21-Jul-12
China,Longline,SHEN LIAN CHENG 761,36208,BZXC33,YUE2011NO.YD000006,192,30.24,12-Jul-11,11-Jul-12
China,Longline,SHEN LIAN CHENG 760,36212,BZXC32,YUE20111NO.000005,105,30.24,20-Jul-11,19-Jul-12
China,Longline,XIN SHI JI 80,36219,BZVY3,Z07-100733,634,56.5,4-Aug-11,3-Aug-12
China,Longline,XIN SHI JI 81,36220,BZVY4,Z07-100734,634,56.5,5-Aug-11,4-Aug-12
China,Longline,XIN SHI JI 83,36221,BZVY6,Z07-100736,634,56.5,9-Aug-11,8-Aug-12
China,Longline,HONG YANG 8,36235,BBIW8,(2011) FT-200002,271,42.8,22-Sep-11,21-Sep-12
China,Longline,HONG YANG 9,36236,BBIW9,(2011) FT-200003,271,42.8,22-Sep-11,21-Sep-12
China,Longline,HUA NAN YU 716,36238,BZXD24,2011FT100020,196,32.74,28-Sep-11,27-Sep-12
China,Longline,HUA NAN YU 717,36239,BZXD25,2011FT100019,196,32.74,28-Sep-11,27-Sep-12
China,Longline,HUA NAN YU 718,36246,BZXD26,,196,32.74,17-Nov-11,16-Nov-12
China,Longline,HUA NAN YU 719,36247,BZXD27,,196,32.74,17-Nov-11,16-Nov-12
China,Longline,GUI YUAN YU 60005,36250,BZWZ35,FT100002 2011,228,33.78,6-Dec-11,5-Dec-12
China,Longline,GUI YUAN YU 60006,36251,BZWZ36,FT100001 2011,228,33.78,28-Nov-11,27-Nov-12
